Year,State,District,Area_1000_ha,Production_1000_tons,Yield_kg_ha,Crop,Avg_Rainfall_mm,Avg_Temp_C,Soil_Type
2015,Uttar Pradesh,Aligarh,2.85,0.16,56.14,COTTON,800,25.5,Alluvial
2016,Uttar Pradesh,Aligarh,2.39,0.16,66.46,COTTON,800,25.5,Alluvial
2017,Uttar Pradesh,Aligarh,1.98,0.17,88.0,COTTON,800,25.5,Alluvial
2010,Uttar Pradesh,Mathura,1.17,0.31,264.96,COTTON,800,25.5,Alluvial
2011,Uttar Pradesh,Mathura,1.23,0.34,276.42,COTTON,800,25.5,Alluvial
2012,Uttar Pradesh,Mathura,1.41,0.38,269.5,COTTON,800,25.5,Alluvial
2013,Uttar Pradesh,Mathura,1.22,0.33,270.49,COTTON,800,25.5,Alluvial
2014,Uttar Pradesh,Mathura,1.51,0.08,52.98,COTTON,800,25.5,Alluvial
2015,Uttar Pradesh,Mathura,1.42,0.09,63.38,COTTON,800,25.5,Alluvial
2016,Uttar Pradesh,Mathura,2.61,0.16,62.9,COTTON,800,25.5,Alluvial
2017,Uttar Pradesh,Mathura,1.62,0.07,44.86,COTTON,800,25.5,Alluvial
2010,Uttar Pradesh,Agra,0.38,0.1,265.39,COTTON,800,25.5,Alluvial
2011,Uttar Pradesh,Agra,0.35,0.1,282.97,COTTON,800,25.5,Alluvial
2012,Uttar Pradesh,Agra,1.07,0.29,270.17,COTTON,800,25.5,Alluvial
2013,Uttar Pradesh,Agra,0.72,0.19,262.65,COTTON,800,25.5,Alluvial
2014,Uttar Pradesh,Agra,1.58,0.08,50.74,COTTON,800,25.5,Alluvial
2015,Uttar Pradesh,Agra,2.88,0.19,65.97,COTTON,800,25.5,Alluvial
2016,Uttar Pradesh,Agra,0.34,0.02,62.86,COTTON,800,25.5,Alluvial
2017,Uttar Pradesh,Agra,0.33,0.01,44.73,COTTON,800,25.5,Alluvial
2016,Uttar Pradesh,Mainpuri,0.01,0.0,64.29,COTTON,800,25.5,Alluvial
2017,Uttar Pradesh,Mainpuri,0.01,0.0,36.0,COTTON,800,25.5,Alluvial
2016,Uttar Pradesh,Etah,0.01,0.0,72.0,COTTON,800,25.5,Alluvial
2017,Uttar Pradesh,Etah,0.0,0.0,90.0,COTTON,800,25.5,Alluvial
2013,Uttar Pradesh,Jaunpur,0.02,0.01,500.0,COTTON,800,25.5,Alluvial
2010,Uttar Pradesh,Lucknow,0.12,0.03,250.0,COTTON,800,25.5,Alluvial
2011,Uttar Pradesh,Bahraich,0.03,0.01,333.33,COTTON,800,25.5,Alluvial
2010,Assam,Cachar,0.18,0.01,55.56,COTTON,800,26.0,Loamy
2011,Assam,Cachar,0.17,0.01,58.82,COTTON,800,26.0,Loamy
2012,Assam,Cachar,0.16,0.01,62.5,COTTON,800,26.0,Loamy
2013,Assam,Cachar,0.14,0.01,71.43,COTTON,800,26.0,Loamy
2014,Assam,Cachar,0.14,0.01,71.43,COTTON,800,26.0,Loamy
2015,Assam,Cachar,0.14,0.01,71.43,COTTON,800,26.0,Loamy
2016,Assam,Cachar,0.12,0.01,68.78,COTTON,800,26.0,Loamy
2017,Assam,Cachar,0.11,0.01,66.67,COTTON,800,26.0,Loamy
2012,Assam,Darrang,0.09,0.01,111.11,COTTON,800,26.0,Loamy
2016,Assam,Darrang,0.01,0.0,69.23,COTTON,800,26.0,Loamy
2017,Assam,Darrang,0.01,0.0,124.62,COTTON,800,26.0,Loamy
2016,Assam,Dibrugarh,0.0,0.0,180.0,COTTON,800,26.0,Loamy
2016,Assam,Goalpara,0.02,0.0,83.86,COTTON,800,26.0,Loamy
2017,Assam,Goalpara,0.01,0.0,76.8,COTTON,800,26.0,Loamy
2016,Assam,Kamrup,0.02,0.0,100.0,COTTON,800,26.0,Loamy
2017,Assam,Kamrup,0.01,0.0,96.92,COTTON,800,26.0,Loamy
2010,Assam,Karbi Anglong,0.82,0.07,85.37,COTTON,800,26.0,Loamy
2011,Assam,Karbi Anglong,0.72,0.06,83.33,COTTON,800,26.0,Loamy
2012,Assam,Karbi Anglong,1.16,0.1,86.21,COTTON,800,26.0,Loamy
2013,Assam,Karbi Anglong,0.82,0.07,85.37,COTTON,800,26.0,Loamy
2014,Assam,Karbi Anglong,0.57,0.05,87.72,COTTON,800,26.0,Loamy
2015,Assam,Karbi Anglong,0.58,0.05,86.21,COTTON,800,26.0,Loamy
2016,Assam,Karbi Anglong,0.61,0.06,91.34,COTTON,800,26.0,Loamy
2017,Assam,Karbi Anglong,0.52,0.05,92.25,COTTON,800,26.0,Loamy
2016,Assam,Lakhimpur,0.01,0.0,72.0,COTTON,800,26.0,Loamy
2017,Assam,Lakhimpur,0.01,0.0,75.0,COTTON,800,26.0,Loamy
2010,Assam,North Cachar Hil / Dima hasao,0.22,0.02,90.91,COTTON,800,26.0,Loamy
2011,Assam,North Cachar Hil / Dima hasao,0.22,0.02,90.91,COTTON,800,26.0,Loamy
2012,Assam,North Cachar Hil / Dima hasao,0.22,0.02,90.91,COTTON,800,26.0,Loamy
2015,Assam,North Cachar Hil / Dima hasao,0.06,0.01,166.67,COTTON,800,26.0,Loamy
2016,Assam,North Cachar Hil / Dima hasao,0.06,0.01,90.0,COTTON,800,26.0,Loamy
2017,Assam,North Cachar Hil / Dima hasao,0.06,0.01,94.43,COTTON,800,26.0,Loamy
2016,Assam,Nagaon,0.01,0.0,90.0,COTTON,800,26.0,Loamy
2017,Assam,Nagaon,0.01,0.0,90.0,COTTON,800,26.0,Loamy
2016,Assam,Sibsagar,0.02,0.0,72.0,COTTON,800,26.0,Loamy
2017,Assam,Sibsagar,0.01,0.0,64.29,COTTON,800,26.0,Loamy
2016,Himachal Pradesh,Kangra,0.0,0.0,60.0,COTTON,800,26.0,Loamy
2010,Himachal Pradesh,Solan,0.01,0.01,1000.0,COTTON,800,26.0,Loamy
2011,Himachal Pradesh,Solan,0.01,0.01,1000.0,COTTON,800,26.0,Loamy
2016,Himachal Pradesh,Solan,0.03,0.0,73.33,COTTON,800,26.0,Loamy
2010,Kerala,Palakkad,0.5,0.12,240.0,COTTON,800,26.0,Loamy
2011,Kerala,Palakkad,0.4,0.11,275.0,COTTON,800,26.0,Loamy
2012,Kerala,Palakkad,0.34,0.1,294.12,COTTON,800,26.0,Loamy
2015,Kerala,Palakkad,0.11,0.2,1818.18,COTTON,800,26.0,Loamy
2016,Kerala,Palakkad,0.08,0.02,270.0,COTTON,800,26.0,Loamy
2017,Kerala,Palakkad,0.08,0.02,282.86,COTTON,800,26.0,Loamy
2010,Orissa,Bolangir,30.04,18.58,618.51,COTTON,800,26.0,Red
2011,Orissa,Bolangir,37.19,11.19,300.89,COTTON,800,26.0,Red
2012,Orissa,Bolangir,40.85,19.14,468.54,COTTON,800,26.0,Red
2013,Orissa,Bolangir,43.27,19.05,440.26,COTTON,800,26.0,Red
2014,Orissa,Bolangir,39.89,17.38,435.7,COTTON,800,26.0,Red
2015,Orissa,Bolangir,33.22,12.5,376.28,COTTON,800,26.0,Red
2016,Orissa,Bolangir,38.09,108.23,2841.43,COTTON,800,26.0,Red
2017,Orissa,Bolangir,43.56,122.86,2820.48,COTTON,800,26.0,Red
2010,Orissa,Ganjam,1.94,0.55,283.51,COTTON,800,26.0,Red
2011,Orissa,Ganjam,2.33,0.64,274.68,COTTON,800,26.0,Red
2012,Orissa,Ganjam,2.68,1.11,414.18,COTTON,800,26.0,Red
2013,Orissa,Ganjam,2.14,0.73,341.12,COTTON,800,26.0,Red
2014,Orissa,Ganjam,2.34,0.98,418.8,COTTON,800,26.0,Red
2015,Orissa,Ganjam,2.42,0.93,384.3,COTTON,800,26.0,Red
2016,Orissa,Ganjam,2.25,5.36,2382.22,COTTON,800,26.0,Red
2017,Orissa,Ganjam,2.39,6.83,2857.74,COTTON,800,26.0,Red
2010,Orissa,Kalahandi,28.74,15.88,552.54,COTTON,800,26.0,Red
2011,Orissa,Kalahandi,39.78,18.71,470.34,COTTON,800,26.0,Red
2012,Orissa,Kalahandi,47.46,23.01,484.83,COTTON,800,26.0,Red
2013,Orissa,Kalahandi,48.22,16.1,333.89,COTTON,800,26.0,Red
2014,Orissa,Kalahandi,50.24,18.83,374.8,COTTON,800,26.0,Red
2015,Orissa,Kalahandi,51.54,19.02,369.03,COTTON,800,26.0,Red
2016,Orissa,Kalahandi,60.08,170.2,2832.89,COTTON,800,26.0,Red
2017,Orissa,Kalahandi,62.53,176.93,2829.52,COTTON,800,26.0,Red
2010,Orissa,Koraput,13.43,5.83,434.1,COTTON,800,26.0,Red
2011,Orissa,Koraput,21.7,8.43,388.48,COTTON,800,26.0,Red
2012,Orissa,Koraput,25.79,13.14,509.5,COTTON,800,26.0,Red
2013,Orissa,Koraput,27.89,13.91,498.75,COTTON,800,26.0,Red
2014,Orissa,Koraput,28.92,14.12,488.24,COTTON,800,26.0,Red
2015,Orissa,Koraput,30.47,14.91,489.33,COTTON,800,26.0,Red
2016,Orissa,Koraput,32.88,91.91,2795.32,COTTON,800,26.0,Red
2017,Orissa,Koraput,34.04,96.12,2823.74,COTTON,800,26.0,Red
2010,Orissa,Phulbani ( Kandhamal ),0.08,0.02,250.0,COTTON,800,26.0,Red
2011,Orissa,Phulbani ( Kandhamal ),0.09,0.02,222.22,COTTON,800,26.0,Red
2012,Orissa,Phulbani ( Kandhamal ),0.41,0.16,390.24,COTTON,800,26.0,Red
2013,Orissa,Phulbani ( Kandhamal ),0.79,0.31,392.41,COTTON,800,26.0,Red
2014,Orissa,Phulbani ( Kandhamal ),0.79,0.31,392.41,COTTON,800,26.0,Red
2015,Orissa,Phulbani ( Kandhamal ),0.83,0.32,385.54,COTTON,800,26.0,Red
2016,Orissa,Phulbani ( Kandhamal ),0.81,1.84,2271.6,COTTON,800,26.0,Red
2017,Orissa,Phulbani ( Kandhamal ),0.89,2.48,2786.52,COTTON,800,26.0,Red
2010,Orissa,Sambalpur,0.14,0.07,500.0,COTTON,800,26.0,Red
2011,Orissa,Sambalpur,0.67,0.32,477.61,COTTON,800,26.0,Red
2012,Orissa,Sambalpur,1.48,0.64,432.43,COTTON,800,26.0,Red
2013,Orissa,Sambalpur,1.68,0.73,434.52,COTTON,800,26.0,Red
2014,Orissa,Sambalpur,5.01,2.17,433.13,COTTON,800,26.0,Red
2015,Orissa,Sambalpur,6.71,2.88,429.21,COTTON,800,26.0,Red
2016,Orissa,Sambalpur,1.88,4.83,2569.15,COTTON,800,26.0,Red
2017,Orissa,Sambalpur,1.16,2.98,2568.97,COTTON,800,26.0,Red
2010,West Bengal,24 Parganas,0.63,0.18,285.71,COTTON,800,26.0,Alluvial
2011,West Bengal,24 Parganas,0.08,0.06,750.0,COTTON,800,26.0,Alluvial
2012,West Bengal,24 Parganas,0.36,0.27,750.0,COTTON,800,26.0,Alluvial
2013,West Bengal,24 Parganas,0.37,0.23,621.62,COTTON,800,26.0,Alluvial
2014,West Bengal,24 Parganas,0.62,0.28,451.61,COTTON,800,26.0,Alluvial
2015,West Bengal,24 Parganas,0.45,0.24,533.33,COTTON,800,26.0,Alluvial
2016,West Bengal,24 Parganas,0.28,0.16,570.76,COTTON,800,26.0,Alluvial
2017,West Bengal,24 Parganas,0.18,0.16,885.68,COTTON,800,26.0,Alluvial
2011,West Bengal,Howrah,0.07,0.01,142.86,COTTON,800,26.0,Alluvial
2012,West Bengal,Howrah,0.06,0.01,166.67,COTTON,800,26.0,Alluvial
2010,Chhattisgarh,Durg,0.51,0.96,1861.6,GROUNDNUT,1200,26.0,Red-Yellow
2011,Chhattisgarh,Durg,0.54,0.84,1561.11,GROUNDNUT,1200,26.0,Red-Yellow
2012,Chhattisgarh,Durg,0.48,0.72,1502.72,GROUNDNUT,1200,26.0,Red-Yellow
2013,Chhattisgarh,Durg,0.49,0.9,1817.44,GROUNDNUT,1200,26.0,Red-Yellow
2014,Chhattisgarh,Durg,0.43,0.7,1627.06,GROUNDNUT,1200,26.0,Red-Yellow
2015,Chhattisgarh,Durg,0.44,0.75,1687.82,GROUNDNUT,1200,26.0,Red-Yellow
2016,Chhattisgarh,Durg,0.35,0.7,2020.21,GROUNDNUT,1200,26.0,Red-Yellow
2017,Chhattisgarh,Durg,0.45,0.77,1722.94,GROUNDNUT,1200,26.0,Red-Yellow
2011,Chhattisgarh,Bastar,0.01,0.01,1000.0,GROUNDNUT,1200,26.0,Red-Yellow
2012,Chhattisgarh,Bastar,0.02,0.03,1500.0,GROUNDNUT,1200,26.0,Red-Yellow
2013,Chhattisgarh,Bastar,0.03,0.05,1666.67,GROUNDNUT,1200,26.0,Red-Yellow
2014,Chhattisgarh,Bastar,0.03,0.04,1333.33,GROUNDNUT,1200,26.0,Red-Yellow
2015,Chhattisgarh,Bastar,0.06,0.09,1500.0,GROUNDNUT,1200,26.0,Red-Yellow
2016,Chhattisgarh,Bastar,0.07,0.12,1811.59,GROUNDNUT,1200,26.0,Red-Yellow
2017,Chhattisgarh,Bastar,0.06,0.08,1410.71,GROUNDNUT,1200,26.0,Red-Yellow
2010,Chhattisgarh,Raipur,6.2,9.51,1533.87,GROUNDNUT,1200,26.0,Red-Yellow
2011,Chhattisgarh,Raipur,6.14,8.06,1312.7,GROUNDNUT,1200,26.0,Red-Yellow
2012,Chhattisgarh,Raipur,6.54,9.58,1464.83,GROUNDNUT,1200,26.0,Red-Yellow
2013,Chhattisgarh,Raipur,6.4,9.38,1465.62,GROUNDNUT,1200,26.0,Red-Yellow
2014,Chhattisgarh,Raipur,6.28,8.26,1315.29,GROUNDNUT,1200,26.0,Red-Yellow
2015,Chhattisgarh,Raipur,7.06,8.63,1222.38,GROUNDNUT,1200,26.0,Red-Yellow
2016,Chhattisgarh,Raipur,4.7,8.14,1733.76,GROUNDNUT,1200,26.0,Red-Yellow
2017,Chhattisgarh,Raipur,4.87,5.34,1097.62,GROUNDNUT,1200,26.0,Red-Yellow
2010,Chhattisgarh,Bilaspur,5.89,10.34,1757.26,GROUNDNUT,1200,26.0,Red-Yellow
2011,Chhattisgarh,Bilaspur,3.03,4.29,1415.05,GROUNDNUT,1200,26.0,Red-Yellow
2012,Chhattisgarh,Bilaspur,3.0,4.07,1356.29,GROUNDNUT,1200,26.0,Red-Yellow
2013,Chhattisgarh,Bilaspur,2.98,4.13,1388.65,GROUNDNUT,1200,26.0,Red-Yellow
2014,Chhattisgarh,Bilaspur,2.94,4.13,1404.76,GROUNDNUT,1200,26.0,Red-Yellow
2015,Chhattisgarh,Bilaspur,2.85,3.9,1370.52,GROUNDNUT,1200,26.0,Red-Yellow
2016,Chhattisgarh,Bilaspur,2.79,5.23,1872.89,GROUNDNUT,1200,26.0,Red-Yellow
2017,Chhattisgarh,Bilaspur,2.38,3.58,1504.8,GROUNDNUT,1200,26.0,Red-Yellow
2010,Chhattisgarh,Raigarh,8.3,13.1,1578.31,GROUNDNUT,1200,26.0,Red-Yellow
2011,Chhattisgarh,Raigarh,11.09,14.81,1335.44,GROUNDNUT,1200,26.0,Red-Yellow
2012,Chhattisgarh,Raigarh,11.59,15.97,1377.91,GROUNDNUT,1200,26.0,Red-Yellow
2013,Chhattisgarh,Raigarh,11.39,17.66,1550.48,GROUNDNUT,1200,26.0,Red-Yellow
2014,Chhattisgarh,Raigarh,11.31,16.39,1449.16,GROUNDNUT,1200,26.0,Red-Yellow
2015,Chhattisgarh,Raigarh,11.03,14.73,1335.45,GROUNDNUT,1200,26.0,Red-Yellow
2016,Chhattisgarh,Raigarh,11.05,21.05,1905.06,GROUNDNUT,1200,26.0,Red-Yellow
2017,Chhattisgarh,Raigarh,10.18,14.52,1425.37,GROUNDNUT,1200,26.0,Red-Yellow
2010,Chhattisgarh,Surguja,8.1,8.5,1049.38,GROUNDNUT,1200,26.0,Red-Yellow
2011,Chhattisgarh,Surguja,7.86,9.85,1253.18,GROUNDNUT,1200,26.0,Red-Yellow
2012,Chhattisgarh,Surguja,7.77,10.12,1302.45,GROUNDNUT,1200,26.0,Red-Yellow
2013,Chhattisgarh,Surguja,7.89,10.28,1302.92,GROUNDNUT,1200,26.0,Red-Yellow
2014,Chhattisgarh,Surguja,8.09,11.27,1393.08,GROUNDNUT,1200,26.0,Red-Yellow
2015,Chhattisgarh,Surguja,7.6,9.15,1203.95,GROUNDNUT,1200,26.0,Red-Yellow
2016,Chhattisgarh,Surguja,7.77,11.68,1503.15,GROUNDNUT,1200,26.0,Red-Yellow
2017,Chhattisgarh,Surguja,7.47,7.83,1047.1,GROUNDNUT,1200,26.0,Red-Yellow
2011,Madhya Pradesh,Jabalpur,0.1,0.1,1000.0,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Jabalpur,0.18,0.37,2055.56,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Jabalpur,0.19,0.31,1631.58,GROUNDNUT,800,26.0,Black
2017,Madhya Pradesh,Jabalpur,0.16,0.14,875.0,GROUNDNUT,800,26.0,Black
2010,Madhya Pradesh,Balaghat,0.8,1.1,1375.0,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Balaghat,0.7,1.05,1500.0,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Balaghat,0.63,0.67,1063.49,GROUNDNUT,800,26.0,Black
2017,Madhya Pradesh,Balaghat,0.03,0.03,1000.0,GROUNDNUT,800,26.0,Black
2010,Madhya Pradesh,Chhindwara,19.9,33.2,1668.34,GROUNDNUT,800,26.0,Black
2011,Madhya Pradesh,Chhindwara,24.1,65.7,2726.14,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Chhindwara,17.66,30.01,1699.32,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Chhindwara,17.48,43.44,2485.13,GROUNDNUT,800,26.0,Black
2014,Madhya Pradesh,Chhindwara,18.0,30.0,1666.67,GROUNDNUT,800,26.0,Black
2015,Madhya Pradesh,Chhindwara,25.0,46.0,1840.0,GROUNDNUT,800,26.0,Black
2016,Madhya Pradesh,Chhindwara,27.0,50.0,1851.85,GROUNDNUT,800,26.0,Black
2017,Madhya Pradesh,Chhindwara,16.44,24.83,1510.34,GROUNDNUT,800,26.0,Black
2010,Madhya Pradesh,Narsinghpur,0.1,0.2,2000.0,GROUNDNUT,800,26.0,Black
2011,Madhya Pradesh,Narsinghpur,0.1,0.2,2000.0,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Narsinghpur,0.11,0.41,3727.27,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Narsinghpur,0.1,0.19,1900.0,GROUNDNUT,800,26.0,Black
2017,Madhya Pradesh,Narsinghpur,0.02,0.04,2000.0,GROUNDNUT,800,26.0,Black
2010,Madhya Pradesh,Seoni / Shivani,4.3,5.7,1325.58,GROUNDNUT,800,26.0,Black
2011,Madhya Pradesh,Seoni / Shivani,5.1,6.4,1254.9,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Seoni / Shivani,4.79,6.1,1273.49,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Seoni / Shivani,4.52,4.43,980.09,GROUNDNUT,800,26.0,Black
2014,Madhya Pradesh,Seoni / Shivani,5.0,8.0,1600.0,GROUNDNUT,800,26.0,Black
2015,Madhya Pradesh,Seoni / Shivani,6.0,5.0,833.33,GROUNDNUT,800,26.0,Black
2016,Madhya Pradesh,Seoni / Shivani,6.0,7.0,1166.67,GROUNDNUT,800,26.0,Black
2017,Madhya Pradesh,Seoni / Shivani,5.22,4.78,915.71,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Mandla,0.01,0.03,3000.0,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Mandla,0.02,0.02,1000.0,GROUNDNUT,800,26.0,Black
2010,Madhya Pradesh,Sagar,1.0,1.5,1500.0,GROUNDNUT,800,26.0,Black
2011,Madhya Pradesh,Sagar,0.8,0.9,1125.0,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Sagar,1.06,1.17,1103.77,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Sagar,1.48,0.87,587.84,GROUNDNUT,800,26.0,Black
2014,Madhya Pradesh,Sagar,1.0,2.0,2000.0,GROUNDNUT,800,26.0,Black
2015,Madhya Pradesh,Sagar,2.0,1.0,500.0,GROUNDNUT,800,26.0,Black
2016,Madhya Pradesh,Sagar,1.0,1.0,1000.0,GROUNDNUT,800,26.0,Black
2017,Madhya Pradesh,Sagar,0.47,0.44,936.17,GROUNDNUT,800,26.0,Black
2010,Madhya Pradesh,Damoh,0.2,0.3,1500.0,GROUNDNUT,800,26.0,Black
2011,Madhya Pradesh,Damoh,0.3,0.4,1333.33,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Damoh,0.18,0.25,1388.89,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Damoh,0.09,0.07,777.78,GROUNDNUT,800,26.0,Black
2014,Madhya Pradesh,Damoh,1.0,1.0,1000.0,GROUNDNUT,800,26.0,Black
2015,Madhya Pradesh,Damoh,1.0,1.0,1000.0,GROUNDNUT,800,26.0,Black
2016,Madhya Pradesh,Damoh,2.0,3.0,1500.0,GROUNDNUT,800,26.0,Black
2017,Madhya Pradesh,Damoh,1.65,2.39,1448.48,GROUNDNUT,800,26.0,Black
2010,Madhya Pradesh,Tikamgarh,16.3,21.8,1337.42,GROUNDNUT,800,26.0,Black
2011,Madhya Pradesh,Tikamgarh,16.9,21.4,1266.27,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Tikamgarh,17.61,26.95,1530.38,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Tikamgarh,20.02,25.76,1286.71,GROUNDNUT,800,26.0,Black
2014,Madhya Pradesh,Tikamgarh,17.0,19.0,1117.65,GROUNDNUT,800,26.0,Black
2015,Madhya Pradesh,Tikamgarh,21.0,22.0,1047.62,GROUNDNUT,800,26.0,Black
2016,Madhya Pradesh,Tikamgarh,23.0,35.0,1521.74,GROUNDNUT,800,26.0,Black
2017,Madhya Pradesh,Tikamgarh,16.49,20.94,1269.86,GROUNDNUT,800,26.0,Black
2010,Madhya Pradesh,Chhatarpur,6.5,5.0,769.23,GROUNDNUT,800,26.0,Black
2011,Madhya Pradesh,Chhatarpur,7.0,5.4,771.43,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Chhatarpur,9.64,13.36,1385.89,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Chhatarpur,11.05,12.29,1112.22,GROUNDNUT,800,26.0,Black
2014,Madhya Pradesh,Chhatarpur,4.0,8.0,2000.0,GROUNDNUT,800,26.0,Black
2015,Madhya Pradesh,Chhatarpur,10.0,6.0,600.0,GROUNDNUT,800,26.0,Black
2016,Madhya Pradesh,Chhatarpur,13.0,23.0,1769.23,GROUNDNUT,800,26.0,Black
2017,Madhya Pradesh,Chhatarpur,14.02,19.99,1425.82,GROUNDNUT,800,26.0,Black
2010,Madhya Pradesh,Panna,0.1,0.2,2000.0,GROUNDNUT,800,26.0,Black
2011,Madhya Pradesh,Panna,0.2,0.2,1000.0,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Panna,0.24,0.3,1250.0,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Panna,0.33,0.32,969.7,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Rewa,0.01,0.01,1000.0,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Sidhi,0.05,0.1,2000.0,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Sidhi,0.06,0.09,1500.0,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Satna,0.02,0.04,2000.0,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Satna,0.03,0.03,1000.0,GROUNDNUT,800,26.0,Black
2010,Madhya Pradesh,Shahdol,0.6,0.5,833.33,GROUNDNUT,800,26.0,Black
2011,Madhya Pradesh,Shahdol,0.6,0.6,1000.0,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Shahdol,0.81,0.96,1185.19,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Shahdol,0.76,0.77,1013.16,GROUNDNUT,800,26.0,Black
2014,Madhya Pradesh,Shahdol,2.0,2.0,1000.0,GROUNDNUT,800,26.0,Black
2015,Madhya Pradesh,Shahdol,2.0,2.0,1000.0,GROUNDNUT,800,26.0,Black
2016,Madhya Pradesh,Shahdol,1.0,1.0,1000.0,GROUNDNUT,800,26.0,Black
2017,Madhya Pradesh,Shahdol,0.8,0.56,700.0,GROUNDNUT,800,26.0,Black
2010,Madhya Pradesh,Gwalior,0.3,0.4,1333.33,GROUNDNUT,800,26.0,Black
2011,Madhya Pradesh,Gwalior,0.3,0.4,1333.33,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Gwalior,0.39,0.46,1179.49,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Gwalior,0.49,0.73,1489.8,GROUNDNUT,800,26.0,Black
2015,Madhya Pradesh,Gwalior,1.0,1.0,1000.0,GROUNDNUT,800,26.0,Black
2017,Madhya Pradesh,Gwalior,0.1,0.15,1500.0,GROUNDNUT,800,26.0,Black
2010,Madhya Pradesh,Shivpuri,83.4,147.0,1762.59,GROUNDNUT,800,26.0,Black
2011,Madhya Pradesh,Shivpuri,87.6,157.6,1799.09,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Shivpuri,107.25,193.38,1803.08,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Shivpuri,95.39,179.67,1883.53,GROUNDNUT,800,26.0,Black
2014,Madhya Pradesh,Shivpuri,95.0,171.0,1800.0,GROUNDNUT,800,26.0,Black
2015,Madhya Pradesh,Shivpuri,95.0,102.0,1073.68,GROUNDNUT,800,26.0,Black
2016,Madhya Pradesh,Shivpuri,106.0,161.0,1518.87,GROUNDNUT,800,26.0,Black
2017,Madhya Pradesh,Shivpuri,104.34,181.77,1742.09,GROUNDNUT,800,26.0,Black
2010,Madhya Pradesh,Guna,0.6,1.0,1666.67,GROUNDNUT,800,26.0,Black
2011,Madhya Pradesh,Guna,1.1,1.9,1727.27,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Guna,0.5,0.97,1940.0,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Guna,0.51,0.83,1627.45,GROUNDNUT,800,26.0,Black
2014,Madhya Pradesh,Guna,1.0,1.0,1000.0,GROUNDNUT,800,26.0,Black
2015,Madhya Pradesh,Guna,2.0,2.0,1000.0,GROUNDNUT,800,26.0,Black
2017,Madhya Pradesh,Guna,1.4,1.63,1164.29,GROUNDNUT,800,26.0,Black
2010,Madhya Pradesh,Datia,5.3,6.0,1132.08,GROUNDNUT,800,26.0,Black
2011,Madhya Pradesh,Datia,5.4,5.7,1055.56,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Datia,6.09,8.49,1394.09,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Datia,6.6,7.84,1187.88,GROUNDNUT,800,26.0,Black
2014,Madhya Pradesh,Datia,14.0,20.0,1428.57,GROUNDNUT,800,26.0,Black
2015,Madhya Pradesh,Datia,6.0,6.0,1000.0,GROUNDNUT,800,26.0,Black
2016,Madhya Pradesh,Datia,12.0,9.0,750.0,GROUNDNUT,800,26.0,Black
2017,Madhya Pradesh,Datia,6.9,4.87,705.8,GROUNDNUT,800,26.0,Black
2010,Madhya Pradesh,Morena,0.9,1.0,1111.11,GROUNDNUT,800,26.0,Black
2011,Madhya Pradesh,Morena,0.4,0.5,1250.0,GROUNDNUT,800,26.0,Black
2012,Madhya Pradesh,Morena,0.5,0.77,1540.0,GROUNDNUT,800,26.0,Black
2013,Madhya Pradesh,Morena,0.23,0.24,1043.48,GROUNDNUT,800,26.0,Black
